Date,Region,Product Line,Product,Quantity Sold,Unit Price,Total Sales
2023-04-09,Asia Pacific,Tablets,Tablet A,12,364.78212789018977,4377.3855346822775
2023-04-09,Asia Pacific,Tablets,Tablet B,12,381.57337104913324,4578.880452589599
2023-04-09,Asia Pacific,Tablets,Tablet C,63,462.9996653686123,29168.978918222572
2023-04-09,Asia Pacific,Tablets,Tablet D,83,556.2784756492554,46171.1134788882
2023-04-09,Asia Pacific,Wearables,Smartwatch A,63,151.1299062414291,9521.184093210033
2023-04-09,Asia Pacific,Wearables,Smartwatch B,97,145.47954641209753,14111.516001973461
2023-04-09,Asia Pacific,Wearables,Fitness Tracker,451,89.67393100212178,40442.94288195692
2023-04-09,Latin America,Smartphones,Model A,47,251.82127965981852,11835.60014401147
2023-04-09,Latin America,Smartphones,Model B,16,212.6767481332331,3402.8279701317297
2023-04-09,Latin America,Smartphones,Model C,48,149.16766753610352,7160.048041732969
2023-04-09,Latin America,Smartphones,Model D,27,160.0060961190993,4320.164595215681
2023-04-09,Latin America,Laptops,Laptop A,128,544.2107439357005,69658.97522376967
2023-04-09,Latin America,Laptops,Laptop B,165,1316.7452794726814,217262.97111299244
2023-04-09,Latin America,Laptops,Laptop C,199,569.1333358174894,113257.5338276804
2023-04-09,Latin America,Tablets,Tablet A,55,616.5360896250227,33909.484929376245
2023-04-09,Latin America,Tablets,Tablet B,42,580.239203034582,24370.046527452447
2023-04-09,Latin America,Tablets,Tablet C,36,319.837111473443,11514.136013043946
2023-04-09,Latin America,Tablets,Tablet D,43,569.075949530187,24470.26582979804
2023-04-09,Latin America,Wearables,Smartwatch A,69,116.05276608398785,8007.640859795161
2023-04-09,Latin America,Wearables,Smartwatch B,361,83.83699162416426,30265.153976323298
2023-04-09,Latin America,Wearables,Fitness Tracker,72,97.69089945602343,7033.744760833687
2023-04-09,Middle East & Africa,Smartphones,Model A,40,144.78768666193912,5791.507466477565
2023-04-09,Middle East & Africa,Smartphones,Model B,18,108.46698918049842,1952.4058052489715
2023-04-09,Middle East & Africa,Smartphones,Model C,41,266.85557981109116,10941.078772254737
2023-04-09,Middle East & Africa,Smartphones,Model D,7,232.8688582929429,1630.0820080506003
2023-04-09,Middle East & Africa,Laptops,Laptop A,74,847.6656707588666,62727.25963615612
2023-04-09,Middle East & Africa,Laptops,Laptop B,87,697.6709368742689,60697.3715080614
2023-04-09,Middle East & Africa,Laptops,Laptop C,139,1224.5406740609815,170211.15369447644
2023-04-09,Middle East & Africa,Tablets,Tablet A,68,369.41964053123434,25120.535556123934
2023-04-09,Middle East & Africa,Tablets,Tablet B,93,772.555064909186,71847.6210365543
2023-04-09,Middle East & Africa,Tablets,Tablet C,12,792.6026763400953,9511.232116081144
2023-04-09,Middle East & Africa,Tablets,Tablet D,50,240.75572253369575,12037.786126684787
2023-04-09,Middle East & Africa,Wearables,Smartwatch A,435,160.5028813804048,69818.75340047608
2023-04-09,Middle East & Africa,Wearables,Smartwatch B,376,119.73063952315155,45018.720460704986
2023-04-09,Middle East & Africa,Wearables,Fitness Tracker,125,71.383438570241,8922.929821280124
2023-04-10,North America,Smartphones,Model A,41,255.921728508493,10492.790868848213
2023-04-10,North America,Smartphones,Model B,49,232.86696889245556,11410.481475730323
2023-04-10,North America,Smartphones,Model C,27,289.4175093951111,7814.2727536679995
2023-04-10,North America,Smartphones,Model D,2,272.1203499720581,544.2406999441162
2023-04-10,North America,Laptops,Laptop A,40,731.9011217689149,29276.044870756596
2023-04-10,North America,Laptops,Laptop B,110,519.0976556032044,57100.742116352485
2023-04-10,North America,Laptops,Laptop C,107,813.7352588446539,87069.67269637797
2023-04-10,North America,Tablets,Tablet A,59,289.00871775138353,17051.514347331628
2023-04-10,North America,Tablets,Tablet B,21,702.1545979455752,14745.24655685708
2023-04-10,North America,Tablets,Tablet C,50,695.8392642467801,34791.963212339004
2023-04-10,North America,Tablets,Tablet D,5,284.1710076727801,1420.8550383639003
2023-04-10,North America,Wearables,Smartwatch A,432,188.55340115328053,81455.06929821719
2023-04-10,North America,Wearables,Smartwatch B,372,74.70053937609576,27788.600647907624
2023-04-10,North America,Wearables,Fitness Tracker,197,119.46770509256756,23535.13790323581
2023-04-10,Europe,Smartphones,Model A,34,135.6466197823167,4611.985072598767
2023-04-10,Europe,Smartphones,Model B,31,248.6003837041896,7706.611894829877
2023-04-10,Europe,Smartphones,Model C,16,179.70874287307652,2875.3398859692243
2023-04-10,Europe,Smartphones,Model D,40,202.00387594560635,8080.155037824254
2023-04-10,Europe,Laptops,Laptop A,25,1371.6168463288502,34290.42115822125
2023-04-10,Europe,Laptops,Laptop B,188,1451.603562499788,272901.4697499602
2023-04-10,Europe,Laptops,Laptop C,21,644.898659307346,13542.871845454265
2023-04-10,Europe,Tablets,Tablet A,57,557.984843236241,31805.136064465736
2023-04-10,Europe,Tablets,Tablet B,41,435.65655135483155,17861.918605548093
2023-04-10,Europe,Tablets,Tablet C,53,778.6026609266034,41265.941029109985
2023-04-10,Europe,Tablets,Tablet D,83,558.5773959173359,46361.92386113888
2023-04-10,Europe,Wearables,Smartwatch A,475,52.83083818859079,25094.648139580626
2023-04-10,Europe,Wearables,Smartwatch B,234,66.5812046625103,15580.00189102741
2023-04-10,Europe,Wearables,Fitness Tracker,434,195.1954168280382,84714.81090336858
2023-04-10,Asia Pacific,Smartphones,Model A,8,217.95592015561567,1743.6473612449254
2023-04-10,Asia Pacific,Smartphones,Model B,42,185.7708722613277,7802.376634975763
2023-04-10,Asia Pacific,Smartphones,Model C,47,138.47461845249381,6508.307067267209
2023-04-10,Asia Pacific,Smartphones,Model D,3,148.81891449852048,446.45674349556145
2023-04-10,Asia Pacific,Laptops,Laptop A,184,587.4490843688867,108090.63152387516
2023-04-10,Asia Pacific,Laptops,Laptop B,185,753.8808461240319,139467.95653294591
2023-04-10,Asia Pacific,Laptops,Laptop C,35,718.9802298915575,25164.308046204515
2023-04-10,Asia Pacific,Tablets,Tablet A,84,345.1117682388477,28989.388532063203
2023-04-10,Asia Pacific,Tablets,Tablet B,46,460.5311577010505,21184.433254248324
2023-04-10,Asia Pacific,Tablets,Tablet C,96,750.5148363382089,72049.42428846806
2023-04-10,Asia Pacific,Tablets,Tablet D,53,314.45259784595834,16665.987685835793
2023-04-10,Asia Pacific,Wearables,Smartwatch A,182,120.04511137456969,21848.210270171683
2023-04-10,Asia Pacific,Wearables,Smartwatch B,135,180.26938684212058,24336.36722368628
2023-04-10,Asia Pacific,Wearables,Fitness Tracker,213,113.81467913845184,24242.52665649024
2023-04-10,Latin America,Smartphones,Model A,17,176.1174389795534,2993.996462652408
2023-04-10,Latin America,Smartphones,Model B,22,237.72585798010866,5229.96887556239
2023-04-10,Latin America,Smartphones,Model C,1,196.28706919152108,196.28706919152108
2023-04-10,Latin America,Smartphones,Model D,36,219.62821307410658,7906.615670667837
2023-04-10,Latin America,Laptops,Laptop A,168,1480.8433682238986,248781.68586161497
2023-04-10,Latin America,Laptops,Laptop B,75,510.96365313154337,38322.27398486575
2023-04-10,Latin America,Laptops,Laptop C,104,1490.5949802106566,155021.8779419083
2023-04-10,Latin America,Tablets,Tablet A,26,580.4772865200817,15092.409449522125
2023-04-10,Latin America,Tablets,Tablet B,91,658.1791493282805,59894.30258887352
2023-04-10,Latin America,Tablets,Tablet C,7,361.5260347253732,2530.6822430776124
2023-04-10,Latin America,Tablets,Tablet D,44,288.36428509899605,12688.028544355826
2023-04-10,Latin America,Wearables,Smartwatch A,139,113.68581527605355,15802.328323371443
2023-04-10,Latin America,Wearables,Smartwatch B,188,113.17870697380862,21277.59691107602
2023-04-10,Latin America,Wearables,Fitness Tracker,162,138.53800478895414,22443.15677581057
2023-04-10,Middle East & Africa,Smartphones,Model A,5,197.74123367832038,988.706168391602
2023-04-10,Middle East & Africa,Smartphones,Model B,9,201.1966658314127,1810.7699924827143
2023-04-10,Middle East & Africa,Smartphones,Model C,20,159.3890191907144,3187.780383814288
2023-04-10,Middle East & Africa,Smartphones,Model D,26,183.34173276944597,4766.885052005595
2023-04-10,Middle East & Africa,Laptops,Laptop A,33,1322.7639354673702,43651.20987042322
2023-04-10,Middle East & Africa,Laptops,Laptop B,154,587.8663309319427,90531.41496351917
2023-04-10,Middle East & Africa,Laptops,Laptop C,164,1425.5443258622236,233789.26944140467
2023-04-10,Middle East & Africa,Tablets,Tablet A,16,518.1485158197456,8290.37625311593
2023-04-10,Middle East & Africa,Tablets,Tablet B,83,657.521067232412,54574.248580290194
2023-04-10,Middle East & Africa,Tablets,Tablet C,37,765.1429837029974,28310.290397010904
2023-04-10,Middle East & Africa,Tablets,Tablet D,56,616.8733991592708,34544.91035291916
2023-04-10,Middle East & Africa,Wearables,Smartwatch A,304,104.75685402141701,31846.08362251077
2023-04-10,Middle East & Africa,Wearables,Smartwatch B,372,138.4064558972176,51487.20159376495
2023-04-10,Middle East & Africa,Wearables,Fitness Tracker,270,51.163947250613674,13814.265757665691
2023-04-11,North America,Smartphones,Model A,37,189.79595481276795,7022.450328072414
2023-04-11,North America,Smartphones,Model B,20,261.63364943775514,5232.672988755103
2023-04-11,North America,Smartphones,Model C,45,192.8805812641292,8679.626156885814
2023-04-11,North America,Smartphones,Model D,25,226.96723119584348,5674.180779896087
2023-04-11,North America,Laptops,Laptop A,88,926.2314582647643,81508.36832729926
2023-04-11,North America,Laptops,Laptop B,185,1389.9658687466815,257143.68571813608
2023-04-11,North America,Laptops,Laptop C,46,598.8730288763028,27548.15932830993
2023-04-11,North America,Tablets,Tablet A,90,527.0050494343643,47430.45444909279
2023-04-11,North America,Tablets,Tablet B,38,775.8649890597911,29482.869584272063
2023-04-11,North America,Tablets,Tablet C,85,490.52783945587436,41694.86635374932
2023-04-11,North America,Tablets,Tablet D,28,623.2138018132523,17449.986450771066
2023-04-11,North America,Wearables,Smartwatch A,218,112.19300935947169,24458.076040364827
2023-04-11,North America,Wearables,Smartwatch B,342,108.98460469593164,37272.73480600862
2023-04-11,North America,Wearables,Fitness Tracker,453,76.1418017752041,34492.23620416746
2023-04-11,Europe,Smartphones,Model A,32,155.50933185960486,4976.298619507355
2023-04-11,Europe,Smartphones,Model B,9,179.90129505211286,1619.1116554690157
2023-04-11,Europe,Smartphones,Model C,40,229.6231688569391,9184.926754277563
2023-04-11,Europe,Smartphones,Model D,20,146.11012981407336,2922.2025962814673
2023-04-11,Europe,Laptops,Laptop A,181,1405.0881233882642,254320.95033327583
2023-04-11,Europe,Laptops,Laptop B,125,1056.7186257331655,132089.8282166457
2023-04-11,Europe,Laptops,Laptop C,98,892.4518848685079,87460.28471711378
2023-04-11,Europe,Tablets,Tablet A,32,603.2506343636378,19304.02029963641
2023-04-11,Europe,Tablets,Tablet B,21,610.0017687681284,12810.037144130696
2023-04-11,Europe,Tablets,Tablet C,81,611.823339663586,49557.690512750465
2023-04-11,Europe,Tablets,Tablet D,84,709.1434457492277,59568.049442935124
2023-04-11,Europe,Wearables,Smartwatch A,222,58.78863315652031,13051.07656074751
2023-04-11,Europe,Wearables,Smartwatch B,470,73.16224165099885,34386.25357596946
2023-04-11,Europe,Wearables,Fitness Tracker,188,114.96141538801889,21612.746092947553
2023-04-11,Asia Pacific,Smartphones,Model A,13,144.59489760199642,1879.7336688259534
2023-04-11,Asia Pacific,Smartphones,Model B,45,297.59859848932336,13391.936932019551
2023-04-11,Asia Pacific,Smartphones,Model C,28,162.89532717330212,4561.069160852459
2023-04-11,Asia Pacific,Smartphones,Model D,17,220.68351569445667,3751.6197668057634
2023-04-11,Asia Pacific,Laptops,Laptop A,24,1057.6423933431586,25383.417440235804
2023-04-11,Asia Pacific,Laptops,Laptop B,84,1042.204388719315,87545.16865242245
2023-04-11,Asia Pacific,Laptops,Laptop C,141,902.7323698669661,127285.26415124223
2023-04-11,Asia Pacific,Tablets,Tablet A,56,349.80823278830667,19589.261036145173
2023-04-11,Asia Pacific,Tablets,Tablet B,98,656.6663530911547,64353.30260293317
2023-04-11,Asia Pacific,Tablets,Tablet C,33,633.7490317537612,20913.718047874117
2023-04-11,Asia Pacific,Tablets,Tablet D,33,376.20584801506175,12414.792984497039
2023-04-11,Asia Pacific,Wearables,Smartwatch A,197,169.8309966776037,33456.70634548793
2023-04-11,Asia Pacific,Wearables,Smartwatch B,190,131.90368899811256,25061.700909641386
2023-04-11,Asia Pacific,Wearables,Fitness Tracker,351,194.7711051106529,68364.65789383918
2023-04-11,Latin America,Smartphones,Model A,33,122.32748906423707,4036.807139119823
2023-04-11,Latin America,Smartphones,Model B,22,299.8670245662231,6597.074540456908
2023-04-11,Latin America,Smartphones,Model C,1,299.50964433624824,299.50964433624824
2023-04-11,Latin America,Smartphones,Model D,15,168.18328183841808,2522.749227576271
2023-04-11,Latin America,Laptops,Laptop A,191,855.2672180573336,163356.03864895072
2023-04-11,Latin America,Laptops,Laptop B,195,1383.3682980309118,269756.8181160278
2023-04-11,Latin America,Laptops,Laptop C,170,988.4408067135,168034.937141295
2023-04-11,Latin America,Tablets,Tablet A,43,572.7200867625093,24626.9637307879
2023-04-11,Latin America,Tablets,Tablet B,59,558.942655911138,32977.61669875714
2023-04-11,Latin America,Tablets,Tablet C,42,416.870650864725,17508.56733631845
2023-04-11,Latin America,Tablets,Tablet D,33,644.0215669905062,21252.711710686704
2023-04-11,Latin America,Wearables,Smartwatch A,399,106.72274199386916,42582.374055553795
2023-04-11,Latin America,Wearables,Smartwatch B,90,71.15896992384457,6404.307293146011
2023-04-11,Latin America,Wearables,Fitness Tracker,394,190.3695261343179,75005.59329692126
2023-04-11,Middle East & Africa,Smartphones,Model A,36,241.74430074971687,8702.794826989808
2023-04-11,Middle East & Africa,Smartphones,Model B,16,143.24657887819825,2291.945262051172
2023-04-11,Middle East & Africa,Smartphones,Model C,34,242.5084018265994,8245.28566210438
2023-04-11,Middle East & Africa,Smartphones,Model D,18,251.2955357680825,4523.3196438254845
2023-04-11,Middle East & Africa,Laptops,Laptop A,180,1338.3378205933852,240900.80770680934
2023-04-11,Middle East & Africa,Laptops,Laptop B,24,1463.8428515938595,35132.22843825263
2023-04-11,Middle East & Africa,Laptops,Laptop C,181,595.2524549043252,107740.69433768286
2023-04-11,Middle East & Africa,Tablets,Tablet A,74,740.7344137866736,54814.346620213844
2023-04-11,Middle East & Africa,Tablets,Tablet B,38,410.0628825707382,15582.389537688052
2023-04-11,Middle East & Africa,Tablets,Tablet C,55,710.8632177986685,39097.47697892677
2023-04-11,Middle East & Africa,Tablets,Tablet D,8,587.1984876977131,4697.5879015817045
2023-04-11,Middle East & Africa,Wearables,Smartwatch A,442,139.11569574131377,61489.13751766069
2023-04-11,Middle East & Africa,Wearables,Smartwatch B,235,100.86112227226644,23702.363733982613
2023-04-11,Middle East & Africa,Wearables,Fitness Tracker,300,68.22667543064992,20468.002629194976
2023-04-12,North America,Smartphones,Model A,10,114.61172920655629,1146.1172920655629
2023-04-12,North America,Smartphones,Model B,12,190.1246850216338,2281.4962202596057
2023-04-12,North America,Smartphones,Model C,25,201.84231704920853,5046.0579262302135
2023-04-12,North America,Smartphones,Model D,19,124.35327551991308,2362.7122348783487
2023-04-12,North America,Laptops,Laptop A,35,1453.1775382631392,50861.21383920987
2023-04-12,North America,Laptops,Laptop B,129,1212.0545336912273,156355.03484616833
2023-04-12,North America,Laptops,Laptop C,18,1312.2395386087474,23620.311694957454
2023-04-12,North America,Tablets,Tablet A,18,656.6362303804856,11819.45214684874
2023-04-12,North America,Tablets,Tablet B,13,538.8876686517094,7005.539692472223
2023-04-12,North America,Tablets,Tablet C,54,402.5937012805637,21740.059869150442
2023-04-12,North America,Tablets,Tablet D,88,273.3732327083597,24056.844478335654
2023-04-12,North America,Wearables,Smartwatch A,130,100.32915370248475,13042.789981323018
2023-04-12,North America,Wearables,Smartwatch B,124,88.05452449937161,10918.761037922079
2023-04-12,North America,Wearables,Fitness Tracker,333,62.6963910818377,20877.898230251954
2023-04-12,Europe,Smartphones,Model A,6,261.67293803536336,1570.0376282121802
2023-04-12,Europe,Smartphones,Model B,29,168.74141842712362,4893.501134386585
2023-04-12,Europe,Smartphones,Model C,1,199.09183858058887,199.09183858058887
2023-04-12,Europe,Smartphones,Model D,15,277.6017692005276,4164.026538007914
2023-04-12,Europe,Laptops,Laptop A,183,776.0751360694103,142021.7499007021
2023-04-12,Europe,Laptops,Laptop B,48,536.7777927330899,25765.334051188314
2023-04-12,Europe,Laptops,Laptop C,167,651.5879119023194,108815.18128768734
2023-04-12,Europe,Tablets,Tablet A,61,768.7624078277909,46894.506877495245
2023-04-12,Europe,Tablets,Tablet B,66,607.9020558546322,40121.535686405725
2023-04-12,Europe,Tablets,Tablet C,18,497.3147739871068,8951.665931767922
2023-04-12,Europe,Tablets,Tablet D,62,350.4390956012327,21727.223927276427
2023-04-12,Europe,Wearables,Smartwatch A,410,103.3189777826208,42360.78089087453
2023-04-12,Europe,Wearables,Smartwatch B,88,145.93307395659667,12842.110508180507
2023-04-12,Europe,Wearables,Fitness Tracker,402,112.13008314569652,45076.29342457
2023-04-12,Asia Pacific,Smartphones,Model A,36,205.1099340300459,7383.957625081653
2023-04-12,Asia Pacific,Smartphones,Model B,40,194.56089282254493,7782.435712901797
2023-04-12,Asia Pacific,Smartphones,Model C,45,164.17627980732868,7387.932591329791
2023-04-12,Asia Pacific,Smartphones,Model D,15,158.8643488462472,2382.965232693708
2023-04-12,Asia Pacific,Laptops,Laptop A,125,1258.9122488870298,157364.0311108787
2023-04-12,Asia Pacific,Laptops,Laptop B,84,1014.9798106483447,85258.30409446095
2023-04-12,Asia Pacific,Laptops,Laptop C,39,715.0714714650525,27887.787387137047
2023-04-12,Asia Pacific,Tablets,Tablet A,59,753.6054971145447,44462.72432975814
2023-04-12,Asia Pacific,Tablets,Tablet B,77,769.9730055993225,59287.921431147835
2023-04-12,Asia Pacific,Tablets,Tablet C,38,621.9831841180269,23635.360996485022
2023-04-12,Asia Pacific,Tablets,Tablet D,31,581.5247163986041,18027.266208356727
2023-04-12,Asia Pacific,Wearables,Smartwatch A,262,75.06501316484508,19667.033449189414
2023-04-12,Asia Pacific,Wearables,Smartwatch B,278,63.160089089404835,17558.504766854545
2023-04-12,Asia Pacific,Wearables,Fitness Tracker,374,185.53389555459228,69389.6769374175
2023-04-12,Latin America,Smartphones,Model A,32,266.2079054214256,8518.65297348562
2023-04-12,Latin America,Smartphones,Model B,25,172.44567278773204,4311.141819693301
2023-04-12,Latin America,Smartphones,Model C,22,257.1564300787509,5657.441461732519
2023-04-12,Latin America,Smartphones,Model D,30,179.68153643280644,5390.4460929841935
2023-04-12,Latin America,Laptops,Laptop A,168,793.3560799939876,133283.82143898992
2023-04-12,Latin America,Laptops,Laptop B,170,774.0542074295478,131589.21526302313
2023-04-12,Latin America,Laptops,Laptop C,173,1291.1826673889345,223374.60145828567
2023-04-12,Latin America,Tablets,Tablet A,62,269.33401930180327,16698.709196711803
2023-04-12,Latin America,Tablets,Tablet B,81,475.0262234831964,38477.12410213891
2023-04-12,Latin America,Tablets,Tablet C,86,491.3397213700575,42255.21603782495
2023-04-12,Latin America,Tablets,Tablet D,40,470.0171072112124,18800.684288448498
2023-04-12,Latin America,Wearables,Smartwatch A,35,189.3420103358935,6626.970361756272
2023-04-12,Latin America,Wearables,Smartwatch B,483,157.35147201838652,76000.76098488069
2023-04-12,Latin America,Wearables,Fitness Tracker,350,154.87661471923593,54206.815151732575
2023-04-12,Middle East & Africa,Smartphones,Model A,12,238.87946549598266,2866.553585951792
2023-04-12,Middle East & Africa,Smartphones,Model B,28,196.3399676024682,5497.519092869109
2023-04-12,Middle East & Africa,Smartphones,Model C,17,124.54208878603623,2117.215509362616
2023-04-12,Middle East & Africa,Smartphones,Model D,8,264.22472522354485,2113.797801788359
2023-04-12,Middle East & Africa,Laptops,Laptop A,193,1385.5238387531972,267406.10087936703
2023-04-12,Middle East & Africa,Laptops,Laptop B,83,600.1693262373299,49814.054077698376
2023-04-12,Middle East & Africa,Laptops,Laptop C,112,1026.3987958652733,114956.66513691061
2023-04-12,Middle East & Africa,Tablets,Tablet A,93,209.92227473640247,19522.77155048543
2023-04-12,Middle East & Africa,Tablets,Tablet B,61,415.5160414335089,25346.478527444044
2023-04-12,Middle East & Africa,Tablets,Tablet C,49,244.37791236257357,11974.517705766104
2023-04-12,Middle East & Africa,Tablets,Tablet D,6,657.2650800184624,3943.5904801107745
2023-04-12,Middle East & Africa,Wearables,Smartwatch A,69,58.154926766027565,4012.689946855902
2023-04-12,Middle East & Africa,Wearables,Smartwatch B,100,199.81250515869755,19981.250515869753
2023-04-12,Middle East & Africa,Wearables,Fitness Tracker,392,172.07388501480563,67452.9629258038
2023-04-13,North America,Smartphones,Model A,44,207.69933014901193,9138.770526556526
2023-04-13,North America,Smartphones,Model B,41,143.15499928853788,5869.354970830053
2023-04-13,North America,Smartphones,Model C,26,161.08210619430298,4188.134761051878
2023-04-13,North America,Smartphones,Model D,36,266.61138825284274,9598.009977102338
2023-04-13,North America,Laptops,Laptop A,60,577.0319999841139,34621.91999904683
2023-04-13,North America,Laptops,Laptop B,23,836.7056688975335,19244.23038464327
2023-04-13,North America,Laptops,Laptop C,10,1492.2485791555753,14922.485791555753
2023-04-13,North America,Tablets,Tablet A,54,449.6305430820616,24280.049326431326
2023-04-13,North America,Tablets,Tablet B,63,570.1304431798369,35918.21792032973
2023-04-13,North America,Tablets,Tablet C,44,330.96168971203167,14562.314347329393
2023-04-13,North America,Tablets,Tablet D,70,732.192241713992,51253.456919979435
2023-04-13,North America,Wearables,Smartwatch A,370,125.37944400524833,46390.39428194188
2023-04-13,North America,Wearables,Smartwatch B,103,92.33428941771666,9510.431810024817
2023-04-13,North America,Wearables,Fitness Tracker,300,67.75952621414811,20327.857864244434
2023-04-13,Europe,Smartphones,Model A,44,245.85328116732668,10817.544371362374
2023-04-13,Europe,Smartphones,Model B,39,189.38315757138867,7385.943145284158
2023-04-13,Europe,Smartphones,Model C,26,155.9188741046464,4053.890726720806
2023-04-13,Europe,Smartphones,Model D,16,157.1329977693446,2514.1279643095136
2023-04-13,Europe,Laptops,Laptop A,161,1428.008741774554,229909.4074257032
2023-04-13,Europe,Laptops,Laptop B,146,544.9354524527263,79560.57605809804
2023-04-13,Europe,Laptops,Laptop C,38,964.2664202859396,36642.12397086571
2023-04-13,Europe,Tablets,Tablet A,24,307.8158567907818,7387.580562978764
2023-04-13,Europe,Tablets,Tablet B,31,253.92696806038282,7871.736009871867
2023-04-13,Europe,Tablets,Tablet C,48,480.8674342729561,23081.636845101893
2023-04-13,Europe,Tablets,Tablet D,75,263.9715636832541,19797.86727624406
2023-04-13,Europe,Wearables,Smartwatch A,274,149.16768910182867,40871.94681390106
2023-04-13,Europe,Wearables,Smartwatch B,369,145.4060532697829,53654.83365654988
2023-04-13,Europe,Wearables,Fitness Tracker,151,199.51006554415721,30126.01989716774
2023-04-13,Asia Pacific,Smartphones,Model A,23,151.17657720895502,3477.0612758059656
2023-04-13,Asia Pacific,Smartphones,Model B,34,271.2535307048163,9222.620043963754
2023-04-13,Asia Pacific,Smartphones,Model C,17,207.38025410408437,3525.4643197694345
2023-04-13,Asia Pacific,Smartphones,Model D,34,181.76873234501363,6180.1368997304635
2023-04-13,Asia Pacific,Laptops,Laptop A,194,768.7274694647908,149133.12907616943
2023-04-13,Asia Pacific,Laptops,Laptop B,130,575.9602869649168,74874.83730543919
2023-04-13,Asia Pacific,Laptops,Laptop C,126,752.7426687484531,94845.57626230508
2023-04-13,Asia Pacific,Tablets,Tablet A,72,298.57879037148336,21497.672906746804
2023-04-13,Asia Pacific,Tablets,Tablet B,65,656.4767054920387,42670.985856982516
2023-04-13,Asia Pacific,Tablets,Tablet C,88,543.2881266718402,47809.35514712194
2023-04-13,Asia Pacific,Tablets,Tablet D,22,784.3612435929169,17255.947359044174
2023-04-13,Asia Pacific,Wearables,Smartwatch A,200,78.87948731572092,15775.897463144185
2023-04-13,Asia Pacific,Wearables,Smartwatch B,306,134.2775979567948,41088.94497477921
2023-04-13,Asia Pacific,Wearables,Fitness Tracker,148,65.58106854182158,9705.998144189594
2023-04-13,Latin America,Smartphones,Model A,34,199.3354547155455,6777.405460328547
2023-04-13,Latin America,Smartphones,Model B,21,195.04549340034805,4095.9553614073093
2023-04-13,Latin America,Smartphones,Model C,21,261.04961739268765,5482.041965246441
2023-04-13,Latin America,Smartphones,Model D,13,224.68635868867221,2920.922662952739
2023-04-13,Latin America,Laptops,Laptop A,166,1333.3913141046041,221342.95814136427
2023-04-13,Latin America,Laptops,Laptop B,86,792.6127274234653,68164.69455841802
2023-04-13,Latin America,Laptops,Laptop C,164,1268.5751724093984,208046.32827514134
2023-04-13,Latin America,Tablets,Tablet A,53,384.47730382011565,20377.29710246613
2023-04-13,Latin America,Tablets,Tablet B,87,796.658601525658,69309.29833273224
2023-04-13,Latin America,Tablets,Tablet C,44,298.7928129536177,13146.88376995918
2023-04-13,Latin America,Tablets,Tablet D,90,735.5254175191369,66197.28757672232
2023-04-13,Latin America,Wearables,Smartwatch A,323,183.02310010152826,59116.461332793624
2023-04-13,Latin America,Wearables,Smartwatch B,324,130.0007172338858,42120.232383779
2023-04-13,Latin America,Wearables,Fitness Tracker,320,114.3980064281265,36607.36205700048
2023-04-13,Middle East & Africa,Smartphones,Model A,1,216.62005692615992,216.62005692615992
2023-04-13,Middle East & Africa,Smartphones,Model B,9,201.57884190625552,1814.2095771562997
2023-04-13,Middle East & Africa,Smartphones,Model C,18,166.5295270668292,2997.5314872029253
2023-04-13,Middle East & Africa,Smartphones,Model D,47,281.9436623815552,13251.352131933096
2023-04-13,Middle East & Africa,Laptops,Laptop A,146,1017.2867677679266,148523.86809411726
2023-04-13,Middle East & Africa,Laptops,Laptop B,32,611.8003712339372,19577.61187948599
2023-04-13,Middle East & Africa,Laptops,Laptop C,180,748.6918094711351,134764.5257048043
2023-04-13,Middle East & Africa,Tablets,Tablet A,29,580.4303049840316,16832.478844536916
2023-04-13,Middle East & Africa,Tablets,Tablet B,21,624.0102174230742,13104.214565884558
2023-04-13,Middle East & Africa,Tablets,Tablet C,31,206.1403138452545,6390.34972920289
2023-04-13,Middle East & Africa,Tablets,Tablet D,85,508.59255943454684,43230.367551936484
2023-04-13,Middle East & Africa,Wearables,Smartwatch A,355,66.55325848368132,23626.40676170687
2023-04-13,Middle East & Africa,Wearables,Smartwatch B,53,83.18322712734488,4408.711037749278
2023-04-13,Middle East & Africa,Wearables,Fitness Tracker,411,180.3445659272441,74121.61659609733
2023-04-14,North America,Smartphones,Model A,5,108.49575332636019,542.4787666318009
2023-04-14,North America,Smartphones,Model B,26,176.82298224875387,4597.3975384676005
2023-04-14,North America,Smartphones,Model C,23,159.21641782709005,3661.977610023071
2023-04-14,North America,Smartphones,Model D,9,295.05881028600925,2655.5292925740832
2023-04-14,North America,Laptops,Laptop A,101,1212.191728253204,122431.3645535736
2023-04-14,North America,Laptops,Laptop B,161,1232.0983698226917,198367.83754145337
2023-04-14,North America,Laptops,Laptop C,157,1078.9365594070032,169393.0398268995
2023-04-14,North America,Tablets,Tablet A,68,337.06177759872503,22920.2008767133
2023-04-14,North America,Tablets,Tablet B,77,690.9272008222779,53201.394463315395
2023-04-14,North America,Tablets,Tablet C,21,602.1209776043759,12644.540529691893
2023-04-14,North America,Tablets,Tablet D,23,309.73626339751956,7123.93405814295
2023-04-14,North America,Wearables,Smartwatch A,214,117.43798986676677,25131.72983148809
2023-04-14,North America,Wearables,Smartwatch B,435,83.7560598566299,36433.88603763401
2023-04-14,North America,Wearables,Fitness Tracker,125,150.9741099170396,18871.76373962995
2023-04-14,Europe,Smartphones,Model A,4,256.03838589360635,1024.1535435744254
2023-04-14,Europe,Smartphones,Model B,28,172.7255497542314,4836.315393118479
